id,number,summary,description,priority,completed_date,component_id,created_on,permission_type,importance,is_story,milestone_id,notification_list,space_id,state,status,story_importance,updated_at,working_hours,estimate,total_estimate,total_invested_hours,total_working_hours,assigned_to_id,reporter_id,custom_fields,hierarchy_type,due_date,assigned_to_name,picture_url
100124873,1,blacklight: investigate front-end,"can we use the styleguide.europeana.eu css? ( *yes* / no )
can we use our own javascript? ( *yes* / no )

*test URL*
* [[url:http://ec2-54-229-49-47.eu-west-1.compute.amazonaws.com/|front-end]]
*attachments*
* one attachment shows the front-end look and feel with the blacklight front-end assets
* another attachment show the front-end look and feel with the europeana styleguide stylesheet; no js.",3,2015-02-05T11:50:03.000Z,,2014-10-21T11:29:19.000Z,0,-2.0,true,7270983,",ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2016-10-10T08:39:21.000Z,0.0,1.0,3.0,0.0,0.0,,a0pBlgpjGr37NkeJe5aVNr,"{""Theme""=>""Environment & Architecture""}",2,,,
101366873,2,Import the Europeana Sounds vocabularies into OpenSKOS,"*Task:*
Import the Europeana Sounds genre vocabulary to our OpenSKOS and expose them as dereferencable SKOS-entities.

Note: Please add sub-tasks to this story as needed.

*Background:*
To support better discovery (eg. facets, autosuggestions, entity pages, browse entry points) for Audio and Music related content the Europeana Sounds project have created a simple sounds genre vocabulary.

Further down the line it is our intention to exploit those vocabularies in the planned Europeana Music Channel in the form of e.g. a Genre facet, in autosuggestions and as browse entry points. The vocabularies as a whole should also be accessible via technical interfaces and individual SKOS-concepts must be dereferencable. We have thus decided to import them into the Europeana OpenSKOS instance and make the vocabularies available as data.europeana.eu URIs.

*Vocabulary file:*
Available in https://docs.google.com/spreadsheets/d/1OBc99QlfM3vZTt8xz-ZzleCTR95NIvsnxyLEDGA-qp0/edit#gid=1343309685 

Note 1: Ignore the Out of Date tab.

Note 2: Some terms have multiple narrower terms. These are represented in one column ""Narrower terms (resource - internal)"" and separated by space;space. If this format for narrower terms should be changed to another separator just do so.

Note 3: The columns filled in in grey can be ignored in the import.

*Vocabulary codes and titles in OpenSKOS:*
Collection is sounds, http://skos.europeana.eu/editor/collections/edit/collection/sounds
Scheme is soundgenres

*Content negotiation:*
When browsers request a URI they should be re-directed to the HTML-page of a term
When non-browsers request a URI they should receive the SKOS/RDF response

Break out the content negotiation to a discrete task if preferred.

*Similar previous ticket:*
Compare with https://europeanadev.assembla.com/spaces/europeana-1914-1918/tickets/366
",1,2015-02-04T14:39:42.000Z,,2014-11-05T10:43:17.000Z,0,-2.0,true,7270983,"ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-04T14:39:42.000Z,0.0,3.0,3.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Ontologies and vocabularies""}",2,,richard.doe,https://s3.amazonaws.com/assembla-avatars/035f2451/bE4VAKECur4RFgacwqEsg8:1422066277
103563973,3,blacklight: admin functionality,"*story*
as a curator or europeana admin, i want to be able to alter application configuration in order to control various elements of the application:

* ideally, settings are made via a gui
** however, initially, an i/f for adjusting a json or yml config file would be fine.
* access to all admin functionality should be determined by a user management module
** ideally this would use a europeana api service, which does not yet exist at this time
** in the meantime, allow modifications without user management

*application elements*
these need to be further defined and given their own story in order to work out the implementation details for each element, however, for the moment, this is to give a general idea of the type of configurations that need to be available:

* home page
** background image
* channel management
** data parameters
*** query that defines the channel
** branding
*** logo
*** name
*** description text
*** colour
** featured items
*** image
*** title
*** link
** widget selection

*references*
* [[url:https://docs.google.com/document/d/1HIZ7ecQ0Tn_I5m1D1XG64UtpJf1_6LwWjKtNvYwrM94/edit#heading=h.3oko1rpwrqx6|Software selection]]
* [[url:https://docs.google.com/presentation/d/1tD5Cua3jPC9YBeS8eC_T27aegFteZIPWEf_qybskpDg/edit?usp=sharing|Channels Configurations]]
* [[url:http://demo.deanbirkett.name/400PDV/#p=home|dean’s front-end prototype]]",3,2015-02-05T11:50:03.000Z,,2014-11-28T11:00:37.000Z,0,-1.5499999523162842,false,7270983,",ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-05T11:53:27.000Z,0.0,1.0,1.0,0.0,0.0,,a0pBlgpjGr37NkeJe5aVNr,"{""Theme""=>""Environment & Architecture""}",1,,,
103567923,4,blacklight: channel landing pages,"*story*
as a site user i want to be able to land on a channel landing page via a URL

*application elements*
* channels routes available should come from the admin config
* need to be able to create an application layout for these landing pages that uses the config elements to build the pages",3,2015-02-04T09:36:32.000Z,,2014-11-28T11:46:37.000Z,0,-2.0999999046325684,false,7270983,",ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-05T09:46:59.000Z,0.0,1.0,1.0,0.0,0.0,,a0pBlgpjGr37NkeJe5aVNr,"{""Theme""=>""Environment & Architecture""}",1,,,
104118133,5,Blacklight: investigate back-end,"One candidate for the back-end of the Channels application is to build upon [[url:https://github.com/projectblacklight/blacklight|Blacklight]].

This ticket will summarise research into the feasibility of doing so, with a focus on using it as a thin client to Europeana (and other relevant) APIs.",3,2015-02-04T10:28:35.000Z,,2014-12-02T09:52:13.000Z,0,-3.0,true,7270983,bE4VAKECur4RFgacwqEsg8,ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-04T10:28:35.000Z,0.0,3.0,4.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",2,,,
104180813,6,Blacklight: query Europeana REST API (not Solr),"Blacklight provides an interface to a Solr instance and its indices, and as such its use depends on the existence and accessibility of a Solr instance. In the case of a Channels application, search and record retrieval would need to occur via the Europeana REST API. Given Blacklight's coupling to Solr, this is a seeming obstacle to its use for Channels.

However, given that: a. Blacklight utilises the RSolr library to communicate with Solr, and; b. the Europeana REST API supports certain elements of the Lucene query syntax; it was speculated that a variant of RSolr could be developed to act as an ""interpreter"" between Blacklight and the Europeana REST API. To Blacklight it would appear that queries were being sent to a Solr instance, while this RSolr variant would in fact adjust queries to the format expected by the Europeana REST API, send them to it, and alter the responses to appear as though from Solr.

A proof-of-concept should be created to demonstrate whether this is in fact feasible.",3,2015-02-04T10:27:31.000Z,,2014-12-02T19:15:28.000Z,0,-3.0999999046325684,false,7270983,"bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-04T10:27:31.000Z,0.0,1.0,1.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",1,,,
105193653,7,Blacklight: bookmarks,"In the Blacklight proof-of-concept for Channels, attempting to access Blacklight's bookmarks functionality returns a server error.

All standard features of Blacklight should be available to Channels when configured to query the Europeana REST API instead of a Solr instance.",3,2015-02-04T10:26:39.000Z,,2014-12-11T09:46:13.000Z,0,-4.0,false,7270983,"bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-04T10:26:39.000Z,0.0,1.0,1.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",0,,,
109617633,8,Upgrade Blacklight to version 5.8,"The initial Channels/Blacklight proof of concept was developed using Blacklight 5.7. As Blacklight has since been updated to version 5.8, a brief assessment of changes with respect to their potential impact on a Channels application was conducted.

* Introduces a SolrRepository model which would need to be overridden to connect to Europeana via RSolr::Europeana, e.g as EuropeanaRepository. *Breaks POC due to change in method of overriding RSolr library, but fixable with minimal refactoring.*
* Configurable response model (in addition to configurable response document model) may pave the way for returning non-flat documents from REST API, e.g. having multi-lingual labels, representing relationships between entities. Would require some overriding of views and/or helper methods to work with custom document model.
* New extendable action framework establishes a formal way to add functions to Blacklight's default UI, e.g. including the links to content Channels in the navbar.

The POC should be updated to use Blacklight 5.8, and its connection to Europeana REST API refactored accordingly.",3,2015-01-27T13:02:03.000Z,,2015-01-22T11:52:49.000Z,0,-5.0,true,7270983,bE4VAKECur4RFgacwqEsg8,ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-01-27T13:02:03.000Z,0.0,1.0,1.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",2,,,
110574343,9,Blacklight: add support for hierarchies,"An initial assessment of the feasibility of supporting Europeana's object hierarchies in Rails + Blacklight concluded that it would not be problematic.

This should be demonstrated in the proof of concept.",2,2015-01-30T06:56:25.000Z,,2015-01-29T10:13:55.000Z,0,-6.0,true,7270983,"bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-02T12:42:58.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",2,,David Haskiya,https://s3.amazonaws.com/assembla-avatars/98fd69d9/ahQtmgU58r4zF-acwqjQXA:1422046973
110960373,10,"Create roadmap/release plan, backlog and sprintlog 1",Work in progress [[url:https://docs.google.com/spreadsheets/d/1t2mQX4-gGNs552NPpxPiMnnhOZXCSF796P7q8VM4m_E/edit#gid=330126885|in this Google Doc]],3,2015-02-18T11:52:15.000Z,,2015-02-03T13:50:43.000Z,0,-1.0,false,7796893,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-18T11:52:15.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Project Management""}",0,,,
111051783,11,Set up development environment on Anynines,With the PoC completed we can now begin preparations for actual development. The planned production environment for new Portal with Channels is Anynines so we need to set up necessary development environments there and document them on the wiki of this Assembla project.,3,2015-02-17T18:08:47.000Z,,2015-02-04T09:44:10.000Z,0,-2.0,true,7796893,"ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-26T09:30:15.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",2,,,
111055533,12,Contact the Blacklight community in regards to their plans and activities for decoupling Blacklight from Solr,"- DONE: Contact Mark Matienzo of DPLA about the status of their Blacklight work. They will use Blacklight and intend to abstract its data source for use with the DPLA API. We will align with him and Chris Beer of Stanford U.



",3,2015-02-18T10:42:43.000Z,,2015-02-04T10:22:42.000Z,0,-3.0,true,7796893,ahQtmgU58r4zF-acwqjQXA,ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-18T10:42:43.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",2,,,
111079183,13,Upgrade OpenSKOS,"Europeana's OpenSKOS installation would benefit from upstream updates to OpenSKOS by CatchPlus.

The production installation at http://skos.europeana.eu/ should therefore be upgraded to incorporate these updates, after testing on a clone of the environment.

h2. Changes

* UI icons fixed, making features accessed by clicking on them easier to spot and use
* Stylesheet tweaks for public HTML pages
* JSONP export format added
* Ability to browse in the editor interface concepts in collections other than the one their scheme is associated with",3,2015-02-09T12:16:51.000Z,,2015-02-04T14:39:05.000Z,0,-8.0,true,7796893,"bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-09T12:16:51.000Z,0.0,1.0,1.0,0.0,0.0,bE4VAKECur4RFgacwqEsg8,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Ontologies and vocabularies""}",2,,,
111426543,14,Ruby development strategy,"Draft our Ruby development strategy. The objective of this is to facilitate collaborative development within the team, make it easy for new developers to contribute and to produce high quality and maintainable code.

It should cover aspects like:
- Coding conventions
- Automated testing/Unit tests
- Code coverage/metrics tool
- Documentation guidelines
- Interaction with the front-end


Please do add other aspects to the above list and break down this epic into seperate tickets as needed.

Reminder: As with all Europeana development we must use open source tools compatible with [[url:http://en.wikipedia.org/wiki/European_Union_Public_Licence|EUPL 1.1]] only.

*Reference:*
* [[url:https://docs.google.com/document/d/1Mwnx3jqbeP4AtA8uYHP6H9rPLSZH8kh_ICN3w9dIv2Q/edit?usp=sharing|Ruby development strategy]] (work in progress)",3,2015-03-06T09:41:00.000Z,,2015-02-08T13:44:19.000Z,0,-24.0,false,7877163,"ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8,bt2bnGU54r4AGmacwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-03-06T09:41:00.000Z,0.0,1.0,5.0,0.0,0.0,bt2bnGU54r4AGmacwqjQYw,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",3,,andyjmaclean@gmail.com,https://s3.amazonaws.com/assembla-avatars/addd83a8/bt2bnGU54r4AGmacwqjQYw:1422091573
111426573,15,Front-end strategy,"Draft our front-end development strategy. The objective of this is to facilitate collaborative development within the team, make it easy for new developers to contribute and to produce high quality and maintainable code.

It should cover aspects like:
- Coding conventions
- Automated testing/Unit tests
- Code coverage/metrics tool
- Documentation guidelines
- Interaction with the Ruby back-end
- Work process with the Pattern Lab

Please do add other aspects to the above list and break down this epic into seperate tickets as needed.

Reminder: As with all Europeana development we must use open source tools compatible with [[url:http://en.wikipedia.org/wiki/European_Union_Public_Licence|EUPL 1.1]] only.

*links*
* [[url:https://docs.google.com/document/d/1AtGbzTuxUBAYQzXWK2jRJiMCE0VqZhjpVl48uryxJk0/edit#heading=h.cdrfbwro3imj|Frontend Development Strategy]]",1,2015-03-06T09:40:46.000Z,,2015-02-08T13:45:40.000Z,0,-24.0,false,7877163,"ahQtmgU58r4zF-acwqjQXA,d6jVQyU8Gr44kvacwqEsg9,bt2bnGU54r4AGmacwqjQYw,bE4VAKECur4RFgacwqEsg8,cTfzKcJ7ar4Q2NacwqjQWU",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-03-06T09:40:46.000Z,0.0,7.0,7.0,0.0,0.0,bt2bnGU54r4AGmacwqjQYw,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",0,,andyjmaclean@gmail.com,https://s3.amazonaws.com/assembla-avatars/addd83a8/bt2bnGU54r4AGmacwqjQYw:1422091573
111426643,16,APIs development strategy,"Draft our (Java) APIs development strategy. The objective of this is to facilitate collaborative development within the team, make it easy for new developers to contribute and to produce high quality and maintainable code.

It should cover aspects like:
- Coding conventions
- Automated testing/Unit tests
- Code coverage/metrics tool
- Documentation

Please do add other aspects to the above list and break down this epic into seperate tickets as needed. I would suggest [[url:http://swagger.io/|Swagger]] as a framework as tool support for some of the above (e.g documentation/consoles).

Reminder: As with all Europeana development we must use open source tools compatible with [[url:http://en.wikipedia.org/wiki/European_Union_Public_Licence|EUPL 1.1]] only.",2,2015-03-05T12:13:10.000Z,,2015-02-08T13:53:24.000Z,0,-26.5,false,7877163,"ahQtmgU58r4zF-acwqjQXA,dETNZisw4r5ktcacwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-03-05T12:13:10.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",3,,,
111427313,17,"EPIC: Interaction and UI design, first round","*""Pages"" to cover:*

_Priority 1:_
Portal landing page
Channels landing page, Music
Search results page. Status: In progress
Object display page(s)


*Environments:*
Invision for interaction design
Pattern Lab for UI design",3,2015-07-19T13:28:23.000Z,,2015-02-08T14:49:04.000Z,0,18.0,false,7270973,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:28:23.000Z,0.0,7.0,20.0,0.0,0.0,,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""UI Design""}",3,,,
111428853,18,Portal landing page design,"
*Brief*
The purpose of the landing page is the provider the user with:
Orientation (Where am I? What can I do here? What content does Europeana have?) - in text and via imagery
Immediate access to search 
Quick access to exploration opportunities, primarily Channels and Exhibitions
Quick access to the latest blog posts
One ""news feature"" i.e. the ability for portal editors to feature one piece of news

Acceptance criteria:
The layout/wireframe must be completed. Next sprint it needs to be ""filled in"".



",2,2015-04-13T07:04:12.000Z,,2015-02-08T16:03:15.000Z,0,-22.0,true,7973023,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw,d6jVQyU8Gr44kvacwqEsg9",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-06-24T14:13:35.000Z,0.0,7.0,7.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""UI Design""}",2,,,
111428873,19,"Channels landing page design, exemplified by Music","",3,2015-07-19T13:28:28.000Z,,2015-02-08T16:03:42.000Z,0,19.0,true,7270973,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:28:28.000Z,0.0,1.0,1.0,0.0,0.0,,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""UI Design""}",2,,,
111428883,20,"Search result page design, first iteration","
*Acceptance criteria:*
The search result page design (list view) should be ready enough in the Pattern Lab to be imported into the application.


Search box and facets must be functional, see ticket #99. ",2,2015-04-01T09:26:59.000Z,,2015-02-08T16:03:58.000Z,0,-16.0,true,7877323,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw,d6jVQyU8Gr44kvacwqEsg9",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-04-01T09:26:59.000Z,0.0,3.0,4.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""UI Design""}",2,,,
111428893,21,Object display design,"- DRAFT- 

Acceptance criteria: 

* object page for just a thumbnail 
* object page for an item with a thumbnail and extra information
",3,2015-07-19T13:28:33.000Z,,2015-02-08T16:04:10.000Z,0,-21.0,true,7270973,"ahQtmgU58r4zF-acwqjQXA,djQ1OaATWr4Of6acwqjQYw",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:28:33.000Z,0.0,1.0,1.0,0.0,0.0,,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""UI Design""}",2,,,
111558493,22,Upgrade skos.europeana.eu EC2 instances,"skos.europeana.eu is running on previous generation EC2 instances: 1 x m1.medium, 2 x m1.small

These should be upgraded to current generation instances to take advantage of better hardware and preempt retirement of the instances by AWS.

It is proposed that the instances be upgraded from m1.medium to m3.medium and m1.small to t2.small. After doing so, the monthly cost of running this environment would be reduced from $253 to $180.

The procedure for upgrading instances on this environment was tested on a temporary clone of the environment, and seen to require taking the website offline for 40 minutes to ensure data consistency during replacement of the database and solr instances.

An Engine Yard stack upgrade would be required on this environment first before it could have current generation instances added to it. This was also tested on the temporary clone, proceeded without incident or downtime.",3,2015-02-27T07:00:33.000Z,,2015-02-10T09:27:41.000Z,0,-18.0,true,7877163,"bE4VAKECur4RFgacwqEsg8,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-27T07:00:33.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8,"{""Theme""=>""Environment & Architecture""}",2,,David Haskiya,https://s3.amazonaws.com/assembla-avatars/98fd69d9/ahQtmgU58r4zF-acwqjQXA:1422046973
112156993,23,As a user I want to translate the search result,"When I am on a record page, I want to be able to translate the contents of a record using Bing translate.

What needs to be done:
* Implementation of Bing (or Google) translation API in the back-end (API connection with Bing, serve translations)
* Implementation of the translation option in the front-end (translation dropdown, on-the-fly translation of object)",3,,,2015-02-17T13:00:02.000Z,0,16.0,false,7270973,"",ck47vGwfer5j4iacwqjQXA,1,New,0,2016-08-10T07:35:55.000Z,0.0,1.0,1.0,0.0,0.0,,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""Multilingual""}",0,,,
112157273,24,As a user I want to be able to find the right content for each thematic channel,"This will probably be an ongoing ticket.

Output:
* A search query for the Music channel. DONE.
* A search query for the Art &Art History channel. TODO.
* A search query for the Fashion channel. DONE.
* A search query for the Natural History channel. TODO.
* A search query for the Newspaper channel. TODO.
* A search query for the Maps&Cartography. TODO.


Search queries to be stored inside the portal's Channel configuration.",3,2015-02-26T14:36:02.000Z,,2015-02-17T13:03:04.000Z,0,-12.75,true,7877163,",ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-02-26T14:36:02.000Z,0.0,1.0,1.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""Search""}",2,,David Haskiya,https://s3.amazonaws.com/assembla-avatars/98fd69d9/ahQtmgU58r4zF-acwqjQXA:1422046973
112157413,25,SPIKE: My Europeana strategy,"h1. Background 
The new portal with channels must have at least the same My Europeana functionality that the current portal has. The question is whether new portal/channels should work directly with My Europeana or via a My Europeana API? We also need to make a thorough review of roles in My Europeana and analyse how they should be extended or modified as a result of the introduction of Channels. 

*Expected outcomes:*
The expected outcome of this spike is a technical strategy for how we implement My Europeana in the new portal/channels. The solution must also take into account planned features that likely have a connection with My Europeana (e.g. public user annotations) and must anticipate on the API supporting more than just read operations that require more complex authorisation rules (potentially roles as super administrators, Channel administrators, superusers etc.).

",2,2016-01-13T10:37:16.000Z,,2015-02-17T13:04:12.000Z,0,65.0,false,7270973,"ahQtmgU58r4zF-acwqjQXA,bE4VAKECur4RFgacwqEsg8,bt2bnGU54r4AGmacwqjQYw,dBiEJemFir5kH_acwqEsg8",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2016-01-13T10:37:16.000Z,0.0,7.0,7.0,0.0,0.0,,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",3,,,
112157613,26,As a user I want to share relevant information via social media,"To define:
* Where to add share functionality to (relevant pages?)
* Which types of channels to feature in the sharing functionality",3,2015-07-19T13:28:43.000Z,,2015-02-17T13:06:47.000Z,0,-73.0,false,7270973,"",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:28:43.000Z,0.0,1.0,1.0,0.0,0.0,,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""""}",0,,,
112157803,27,As a user I want to download media to my device,"In this epic, the following stories/tasks should be done:
* Front-end (button position, naming, style etc.). For Tim.
* Restrictions for this button (which objects will have it and which don't). For now ALL items that have an edmIsShownBy (later it might be restricted to edmIsShownBy's with re-usable rights type)
* Functionality to download a file to a users computer

h1. Download functionality 
As a user, I want to have a download functionality to download a media object to my computer for re-use purposes. If the object has an edmIsShownBy link a download button should appear. When I click on it I expect a file to be downloaded to my computer.

h1. Acceptance criteria
This ticket is accepted when:
* There is a download link on the item page is the object has an edmIsShownBy
* A download starts of the media file when I click on it (basically the argument for the download 'service' should be a URL)
* A file is saved on my computer with the filename that is the title of the object plus the extension of the file (such as .jpg).
* When the media link does not resolve to a working media file, there should be an error message.

As for styling (later to do), we should also add some kind of 'waiting' icon or progress bar to indicate that it might take some time to start the download as some files may be large.",3,2015-05-13T13:21:52.000Z,,2015-02-17T13:08:17.000Z,0,-14.0,true,8175363,",bE4VAKECur4RFgacwqEsg8,aybbJ63Vur4BxmacwqjQYw,ahQtmgU58r4zF-acwqjQXA",ck47vGwfer5j4iacwqjQXA,0,Done,0,2015-06-24T14:13:50.000Z,0.0,3.0,3.0,0.0,0.0,ahQtmgU58r4zF-acwqjQXA,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""Item display""}",2,,David Haskiya,https://s3.amazonaws.com/assembla-avatars/98fd69d9/ahQtmgU58r4zF-acwqjQXA:1422046973
112157943,28,As a user I want to have insight in all available Channels / Themes,This results in a Channel overview page where the user can decide to further explore a Channel,3,2016-07-08T08:14:10.000Z,,2015-02-17T13:10:07.000Z,0,12.0,false,7270973,djQ1OaATWr4Of6acwqjQYw,ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2016-07-08T08:14:10.000Z,0.0,1.0,1.0,0.0,0.0,,djQ1OaATWr4Of6acwqjQYw,"{""Theme""=>""""}",0,,,
112157963,29,Generate a position for the rich media visual display,"For visual content (images) which will be rendered on the item page, a position should be generated (zoom and pan) to display it on the item page.
This will function as a base-line and will be fine-tuned during further iterations.",3,2015-09-18T08:35:53.000Z,,2015-02-17T13:10:25.000Z,0,6.0,false,7270973,"",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-09-18T08:35:53.000Z,0.0,1.0,1.0,0.0,0.0,,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""""}",0,,,
112158033,30,Implement large image display on items where possible,"For large images implement a display for rendering on the item page, if possible.

To define:
* Dimension logic
* How to render full sized images",3,2015-07-19T13:28:54.000Z,,2015-02-17T13:12:40.000Z,0,4.0,false,7270973,"",ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:28:54.000Z,0.0,1.0,2.0,0.0,0.0,,cGWssmatmr5kX4acwqjQXA,"{""Theme""=>""""}",0,,,
112158263,31,SPIKE: Exhibitions strategy,"
h1. Background 
The Portal with Channels design is premised on tighter integration between portal/channel and exhibtitions. Exhibitions must be cross-referenced with the channel themes with appropriate exhibitions featured in the channels they match theme with. We may even wish to connect individual portal objecrs with the exhibitions they are displayed. 

*Expected outcome*
As a result of the spike we must have outlined a technical strategy for how to integrate exhibitions with the portal and its channels. In the outcome we can assume that the exhibition UI would be modified but we don't need to specify exactly how. 

*Dependency*
The technical solution is highly dependent on what exhibition CMS, component or platform we choose to use: Omeka, Spotlight, or Google Cultural Institute. The choise of platform will likely be decided by non-technical strategy or financial considerations. Such a business level evaluation is currently ongoing, see attached Google Doc.",3,2016-02-22T16:08:00.000Z,,2015-02-17T13:15:39.000Z,0,11.75,false,7270973,ahQtmgU58r4zF-acwqjQXA,ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2016-02-22T16:08:00.000Z,0.0,3.0,3.0,0.0,0.0,,ahQtmgU58r4zF-acwqjQXA,"{""Theme""=>""Environment & Architecture""}",0,,,
112158373,32,As a user I need to find what I am looking for so that I can use the the items in the collection for my own purposes,Working search functionality Europeana ,3,2015-07-19T13:37:03.000Z,,2015-02-17T13:16:37.000Z,0,7.0,false,7270973,djQ1OaATWr4Of6acwqjQYw,ck47vGwfer5j4iacwqjQXA,0,Invalid,0,2015-07-19T13:37:03.000Z,0.0,1.0,1.0,0.0,0.0,,djQ1OaATWr4Of6acwqjQYw,"{""Theme""=>""""}",0,,,
